Date,Open,High,Low,Close,Volume,Ticker,Open_Normalized,High_Normalized,Low_Normalized,Close_Normalized,Volume_Normalized
2020-01-02,71.62708447362316,72.68128119000231,71.37321069958021,72.62083435058594,135480400,AAPL,0.08082097950277495,0.08477324285401577,0.09657703506138976,0.0894149296998698,0.27833517202764463
2020-01-03,71.84712526182395,72.67645428247283,71.68996492576686,71.91482543945312,146322800,AAPL,0.08190872362754281,0.08474959250549002,0.09811855600475178,0.08595440868836163,0.3052210239506362
2020-01-06,71.0347019061165,72.52652560345562,70.7832410162985,72.48783874511719,118387200,AAPL,0.07789261034590639,0.08401498851916739,0.09370587961170201,0.08876304828604398,0.23594923864665154
2020-01-07,72.49752942348555,72.75382346407903,71.92691473047077,72.14694213867188,108872000,AAPL,0.08512391528067559,0.08512867747841846,0.0992716995345918,0.08709213471717275,0.212354438766768
2020-01-08,71.84954036585081,73.60975223726805,71.84954036585081,73.3075180053711,132079200,AAPL,0.08192066239233914,0.0893224627696283,0.09889514827282364,0.09278072746555294,0.26990123124327225
2020-01-09,74.28674867142341,75.05805096656148,74.03529512111521,74.8646240234375,170108400,AAPL,0.09396869692674908,0.09641867696226342,0.10953237566788226,0.10041292304792704,0.3642020723808277
2020-01-10,75.09916946286842,75.59967116208304,74.53096758540974,75.03388214111328,140644800,AAPL,0.09798479753227468,0.09907244779057384,0.11194462283489448,0.10124254610699801,0.2911413121507814
2020-01-13,75.35062150930146,76.66352519200935,75.23214067732687,76.63692474365234,121532000,AAPL,0.0992278192847636,0.10428500229563659,0.11535696248738975,0.10909990105104284,0.24374738547091776
2020-01-14,76.5740713542954,76.78442520845898,75.47877474428456,75.60208129882812,161954400,AAPL,0.1052757906255401,0.10487737484645576,0.1165572355954676,0.1040275890334938,0.3439826341955483
2020-01-15,75.40139772921896,76.28392021153914,74.84528231468065,75.27808380126953,121923600,AAPL,0.09947882517937429,0.10242505572831351,0.11347427168539709,0.10243950688566572,0.24471843428050263
2020-01-16,75.82210636141797,76.33228158869747,75.45942527825108,76.22105407714844,108829200,AAPL,0.10155854570144396,0.10266201146405024,0.11646306918925231,0.1070615001798732,0.21224830779370815
2020-01-17,76.47007064045414,77.06728559726437,76.16300341004458,77.06487274169922,137816400,AAPL,0.10476167609987652,0.10626330294607811,0.1198871132454542,0.11119749927639366,0.2841277410245557
2020-01-21,76.6925476967564,77.13501540190998,76.40482009407555,76.54264068603516,110843200,AAPL,0.10586146361139737,0.10659515796415509,0.12106394200438114,0.10863776529427033,0.21724241479703812
2020-01-22,77.0286006875468,77.36952169211204,76.72153344938081,76.81583404541016,101832400,AAPL,0.1075226995546596,0.1077441659907008,0.12260526404488908,0.10997682963951316,0.1948983733940561
2020-01-23,76.86904252755714,77.26556997023165,76.3201804851689,77.18578338623047,104472000,AAPL,0.10673394374030964,0.10723483482218121,0.120652033594071,0.11179014594036285,0.201443777984915
2020-01-24,77.43239351756245,78.17709525774193,76.77231144105775,76.96332550048828,146537600,AAPL,0.10951879892361882,0.11170102577529478,0.12285238099285917,0.11069976283662653,0.3057536625724412
2020-01-27,74.96858335214901,75.38203764467593,73.71612668009978,74.70020294189453,161940000,AAPL,0.09733926142111654,0.09800611111307711,0.10797910566985047,0.09960700884706886,0.34394692657844406
2020-01-28,75.58273394834251,76.98509775416542,75.48360024038988,76.81343078613281,162234000,AAPL,0.10037523810614157,0.10586060802764413,0.11658071942833703,0.1099650500017576,0.3446759570943224
2020-01-29,78.44791850299463,79.2699941203994,77.70562947444549,78.42131805419922,216229200,AAPL,0.11453891971799984,0.11705589094464308,0.12739448075457438,0.11784615119969066,0.47856761869621073
2020-01-30,77.50251438540494,78.36085647268922,77.06971298993307,78.30766296386719,126743200,AAPL,0.1098654326665851,0.11260139868537877,0.12429971990195221,0.11728906782304066,0.2566695753496433
2020-01-31,77.59680118060827,78.01992898157778,74.5406133579911,74.8355941772461,199588400,AAPL,0.11033152764999343,0.11093095980964712,0.111991565098706,0.1002706325029748,0.43730349961924275
2020-02-03,73.57590710330668,75.79793402750128,73.07299252901737,74.6301040649414,173788400,AAPL,0.0904547405112951,0.10004387428636302,0.10484921921112739,0.09926341738136035,0.3733273523074684
2020-02-04,76.2379958862273,77.28493961664756,75.83179476448423,77.09392547607422,136616400,AAPL,0.10361444356866589,0.10732974007689339,0.11827524820453444,0.11133990200837213,0.2811521062658685
2020-02-05,78.22305902038404,78.5228804217208,77.11809618158854,77.72256469726562,118826800,AAPL,0.11342735497989864,0.11339526574015801,0.12453518227964966,0.11442119347550173,0.23703931284658394
2020-02-06,77.99335327455661,78.63408832571153,77.43482504328904,78.63166809082031,105425600,AAPL,0.11229183334551329,0.11394014994855417,0.12607657978381692,0.11887718736654418,0.20380841573981842
2020-02-07,78.12998293153962,78.37961468469555,77.07086561575886,77.56285858154297,117684000,AAPL,0.11296724497200089,0.11269330810128547,0.12430532928835797,0.11363838980204971,0.23420551667806086
2020-02-10,76.14503551271558,77.93123626708984,76.06505957583339,77.93123626708984,109348800,AAPL,0.10315490558504747,0.11049639304064934,0.11941045828956809,0.11544400259376403,0.21353675764421967
2020-02-11,78.42810123691775,78.50080665271824,77.24295118542182,77.46107482910156,94323200,AAPL,0.11444095554090189,0.11328711112418499,0.1251428035436486,0.11313949409634472,0.17627784295244464
2020-02-12,77.91187311697357,79.30545033637647,77.91187311697357,79.30060577392578,113730400,AAPL,0.11188904637396674,0.11722961539661186,0.12839818920771734,0.12215600279121319,0.22440179202643948
2020-02-13,78.57107415792922,79.06306707389666,78.36749164748854,78.73587799072266,94747600,AAPL,0.11514772430001574,0.116042012651075,0.13061550929031918,0.11938797489703101,0.177330225778767
