Date,Portfolio_Value,Returns,Cumulative_Max,Drawdown
2020-02-20,103440.52456665039,-0.010485204889150168,104791.85397338867,-0.012895366915461235
2020-02-21,101134.4575958252,-0.022293651163179384,104791.85397338867,-0.03490153326700616
2020-02-24,100743.16943359375,-0.003868989576185755,104791.85397338867,-0.03863548917478894
2020-02-25,98427.75965881348,-0.022983292939840583,104791.85397338867,-0.06073081134905126
2020-02-26,99201.90504455566,0.007865112326295609,104791.85397338867,-0.05334335367568309
2020-02-27,93168.11407470703,-0.06082333768830961,104791.85397338867,-0.11092217054994968
2020-02-28,94247.04890441895,0.011580515935385005,104791.85397338867,-0.10062619057820585
2020-03-02,93882.07295227051,-0.0038725451501253616,104791.85397338867,-0.10410905626203201
2020-03-03,90183.47198486328,-0.039396243085595195,104791.85397338867,-0.13940379365971625
2020-03-04,93759.4016418457,0.03965171863845085,104791.85397338867,-0.10527967502459304
2020-03-05,91083.4418334961,-0.02854070910746198,104791.85397338867,-0.13081562755224996
2020-03-06,89053.7837677002,-0.022283502082696804,104791.85397338867,-0.15018409932593688
2020-03-09,88548.50947570801,-0.005673810484125075,104791.85397338867,-0.15500579369275758
2020-03-10,94082.51777648926,0.06249691082941866,104791.85397338867,-0.10219626612979853
2020-03-11,89861.11038208008,-0.04486920093314173,104791.85397338867,-0.14248000226334553
2020-03-12,81339.16571044922,-0.09483462462678727,104791.85397338867,-0.22380258935866462
2020-03-13,90905.12678527832,0.11760584204763003,104791.85397338867,-0.13251723928500025
2020-03-16,90671.27988815308,-0.0025724280400334365,104791.85397338867,-0.13474877626290913
2020-03-17,97145.45515060425,0.071402711756549,104791.85397338867,-0.07296749253740835
2020-03-18,93207.78293991089,-0.040533776949099654,104791.85397338867,-0.11054362141946163
2020-03-19,94081.01895904541,0.009368702822783348,104791.85397338867,-0.10221056893471148
2020-03-20,90200.78499984741,-0.04124353671049319,104791.85397338867,-0.13923858029314554
2020-03-23,89749.30055236816,-0.005005327253859382,104791.85397338867,-0.14354697288627496
2020-03-24,97766.90100097656,0.08933329172777427,104791.85397338867,-0.06703720476398918
2020-03-25,97450.76258850098,-0.003233593468125018,104791.85397338867,-0.07005402716466803
2020-03-26,103205.28266906738,0.059050539243757916,104791.85397338867,-0.015140216001180687
2020-03-27,99351.1379699707,-0.03734445175112966,104791.85397338867,-0.05191926468635252
2020-03-30,98931.3857421875,-0.004224936285179504,104791.85397338867,-0.055924845386258804
2020-03-31,97632.5852432251,-0.013128295830678427,104791.85397338867,-0.0683189433024215
2020-04-01,93691.29055023193,-0.04036864007210805,104791.85397338867,-0.10592964054224736
2020-04-02,95642.80712890625,0.020829220808181947,104791.85397338867,-0.08730685160705119
2020-04-03,94523.59339141846,-0.01170201681742078,104791.85397338867,-0.0979872021786902
2020-04-06,94275.3858757019,-0.00262587896641564,104791.85397338867,-0.10035577861192692
2020-04-07,93676.8927192688,-0.0063483501114722785,104791.85397338867,-0.1060670351050613
2020-04-08,95432.93060302734,0.018745688854358677,104791.85397338867,-0.08930964588848649
2020-04-09,95860.05601501465,0.004475660647623059,104791.85397338867,-0.08523370490841975
2020-04-13,95372.1969909668,-0.0050892837364026056,104791.85397338867,-0.08988921013663854
2020-04-14,99566.40724182129,0.04397728460896988,104791.85397338867,-0.049865008905123076
2020-04-15,98276.3353729248,-0.012956898864124211,104791.85397338867,-0.06217581189200497
2020-04-16,100286.12869262695,0.020450430025455102,104791.85397338867,-0.04299690395692325
2020-04-17,101391.48399353027,0.0110220158591543,104791.85397338867,-0.03244880065507672
2020-04-20,100956.69338989258,-0.004288235919946093,104791.85397338867,-0.03659788846249454
2020-04-21,97203.1703491211,-0.037179536242094025,104791.85397338867,-0.07241673218411313
2020-04-22,100126.41110229492,0.030073512444856787,104791.85397338867,-0.044521045235811116
2020-04-23,99432.38227844238,-0.006931526020077516,104791.85397338867,-0.05114397247239559
2020-04-24,101198.52215576172,0.01776222028326324,104791.85397338867,-0.03429018269434817
2020-04-27,100946.46318054199,-0.002490737708914059,104791.85397338867,-0.03669551255217983
2020-04-28,99112.63340759277,-0.018166359822527234,104791.85397338867,-0.05419524848981206
2020-04-29,102865.41146850586,0.03786377106418004,104791.85397338867,-0.0183835139072167
2020-04-30,103351.60958862305,0.004726546204173232,104791.85397338867,-0.013743858230920959
2020-05-01,100709.42016601562,-0.025565053443524444,104791.85397338867,-0.038957549204251686
2020-05-04,100343.66888427734,-0.0036317484614185602,104791.85397338867,-0.04244781364628706
2020-05-05,101431.82057189941,0.010844248568158354,104791.85397338867,-0.032063879720484
2020-05-06,102066.92623901367,0.006261404592103004,104791.85397338867,-0.026003240052103485
2020-05-07,102912.32096862793,0.008282748984079102,104791.85397338867,-0.017935869378148797
2020-05-08,103966.60400390625,0.010244478264169299,104791.85397338867,-0.00787513473797295
2020-05-11,103819.69479370117,-0.0014130423092357791,104791.85397338867,-0.00927704914863301
2020-05-12,101595.47065734863,-0.021423913263974304,104791.85397338867,-0.030502211716301377
2020-05-13,100067.4599609375,-0.015040145850248154,104791.85397338867,-0.045083599853581235
2020-05-14,100704.87481689453,0.006369851460263476,104791.85397338867,-0.03900092422767906
2020-05-15,101812.15490722656,0.010995297817959049,104791.85397338867,-0.02843445318677908
2020-05-18,101659.15184783936,-0.001502797573891157,104791.85397338867,-0.02989451953340619
2020-05-19,100959.91917419434,-0.006878206840556844,104791.85397338867,-0.036567105685213236
2020-05-20,102474.58893585205,0.015002683976443443,104791.85397338867,-0.022113026439298213
2020-05-21,101334.5708770752,-0.011124885404424467,104791.85397338867,-0.03299190695864046
2020-05-22,101449.14701080322,0.0011306717217662854,104791.85397338867,-0.03189853825311948
2020-05-26,100734.0350112915,-0.0070489700562546,104791.85397338867,-0.03872265646838951
2020-05-27,101079.37566375732,0.0034282420279014847,104791.85397338867,-0.035427165078824846
2020-05-28,100876.80262756348,-0.002004098609272309,104791.85397338867,-0.037360264155832205
2020-05-29,101826.54262542725,0.009414850323619106,104791.85397338867,-0.0282971551272912
2020-06-01,101533.01278686523,-0.0028826456343683526,104791.85397338867,-0.03109823009096683
2020-06-02,102607.90473937988,0.010586625207025246,104791.85397338867,-0.020840830190516444
2020-06-03,102978.01472473145,0.0036070318977043936,104791.85397338867,-0.017308971832083832
2020-06-04,101773.32695007324,-0.01169849484745289,104791.85397338867,-0.028804977761744423
2020-06-05,104167.77687072754,0.02352728354678768,104791.85397338867,-0.005955397094316261
2020-06-08,103736.99773406982,-0.004135435636610674,104791.85397338867,-0.010066204569552923
2020-06-09,104488.36387634277,0.007242991012705868,104791.85397338867,-0.002896122986076457
2020-06-10,107930.14096069336,0.032939333689096406,107930.14096069336,0.0
2020-06-11,102144.65147399902,-0.05360402048211288,107930.14096069336,-0.053604020482112866
2020-06-12,102978.01686096191,0.008158678647750994,107930.14096069336,-0.045882679811702826
2020-06-15,102580.72167205809,-0.003858058263447095,107930.14096069336,-0.049563720023153235
2020-06-16,105046.96155548096,0.024041943195791005,107930.14096069336,-0.026713384968730984
2020-06-17,105363.12815856932,0.003009764379728219,107930.14096069336,-0.023784021583543636
2020-06-18,106393.68123626709,0.00978096508435855,107930.14096069336,-0.014235687183859294
2020-06-19,105781.86177825928,-0.005750524381698541,107930.14096069336,-0.019904348899316783
2020-06-22,105430.8994216919,-0.003317793340630315,107930.14096069336,-0.023156103723719342
2020-06-23,106152.04089355469,0.0068399442271516175,107930.14096069336,-0.016474545954556205
2020-06-24,103995.70990753174,-0.02031360836656204,107930.14096069336,-0.036453496846580474
2020-06-25,105296.03050231932,0.012503598426740536,107930.14096069336,-0.02440569830565999
2020-06-26,103151.85897064208,-0.020363270309890935,107930.14096069336,-0.04427198878385109
2020-06-29,102765.36364746094,-0.0037468575655155156,107930.14096069336,-0.047852965513251404
2020-06-30,105335.61309814453,0.02501085345740517,107930.14096069336,-0.024038955563800465
2020-07-01,105958.56405639647,0.005913963377908171,107930.14096069336,-0.018267157688739703
2020-07-02,106752.79217529297,0.007495648190114945,107930.14096069336,-0.010908433686092974
2020-07-06,106419.56873321532,-0.003121449428043821,107930.14096069336,-0.013995832990046506
2020-07-07,105195.84214782715,-0.011499074840793155,107930.14096069336,-0.02533396869982783
2020-07-08,107473.98490142822,0.021656205293738795,107930.14096069336,-0.004226401033157756
2020-07-09,108203.94171905519,0.006791939633544519,108203.94171905519,0.0
2020-07-10,107914.79287719727,-0.0026722579350083597,108203.94171905519,-0.0026722579350083354
2020-07-13,107342.85401153564,-0.005299911628542597,108203.94171905519,-0.007958006832646693
2020-07-14,108019.86603546143,0.006307005996440296,108203.94171905519,-0.0017011920330195144
2020-07-15,107878.4811706543,-0.0013088783572524632,108203.94171905519,-0.0030078437368384558
2020-07-16,105775.36630249023,-0.019495221339250413,108203.94171905519,-0.022444426496685314
2020-07-17,105251.66423797607,-0.004951077768111989,108203.94171905519,-0.02728438016375153
2020-07-20,104904.18375396729,-0.003301425079827003,108203.94171905519,-0.030495727906618426
2020-07-21,103506.91357421874,-0.013319489554635688,108203.94171905519,-0.043409029931940894
2020-07-22,104977.69376373291,0.014209487450899339,108203.94171905519,-0.029816362547115265
2020-07-23,100448.98303222656,-0.04313974301720558,108203.94171905519,-0.07166983534633051
2020-07-24,99833.04314422607,-0.006131867833872207,108203.94171905519,-0.07736223322218366
2020-07-27,99474.98762512208,-0.0035865431707488016,108203.94171905519,-0.08067131340369552
2020-07-28,98581.25224304199,-0.008984523681955014,108203.94171905519,-0.08893104375992063
2020-07-29,99580.04943847656,0.010131715439890554,108203.94171905519,-0.07970035234917808
2020-07-30,99504.19020080566,-0.0007617915244937379,108203.94171905519,-0.08040142882075305
2020-07-31,100069.08695983887,0.005677115284222767,108203.94171905519,-0.07518076171696192
2020-08-03,99635.07324981691,-0.00433714070156499,108203.94171905519,-0.07919183287690956
2020-08-04,98152.66329956055,-0.014878394744985868,108203.94171905519,-0.09289198027177387
2020-08-05,97995.67890930176,-0.0015993900214370527,108203.94171905519,-0.09434279978689272
2020-08-06,99563.36224365236,0.015997474090684527,108203.94171905519,-0.0798545721914416
2020-08-07,97789.35500335693,-0.017817871959306286,108203.94171905519,-0.09624960560807558
2020-08-10,97453.79410552979,-0.003431466521234605,108203.94171905519,-0.09935079482998406
2020-08-11,95180.00681304932,-0.023331952473992446,108203.94171905519,-0.12036469928074997
2020-08-12,97894.09327697754,0.028515300164447144,108203.94171905519,-0.09528163464549685
2020-08-13,97668.3897781372,-0.002305588532310443,108203.94171905519,-0.09736754293362888
2020-08-14,97760.9164276123,0.0009473551236514055,108203.94171905519,-0.09651242945065303
2020-08-17,97106.71661376952,-0.0066918338917904,108203.94171905519,-0.10255841819606655
2020-08-18,97665.50741577148,0.005754399092953388,108203.94171905519,-0.09739418117175523
2020-08-19,97072.9730834961,-0.006066976437780758,108203.94171905519,-0.10287026940719003
2020-08-20,99331.99505615234,0.023271379261385006,108203.94171905519,-0.08199282319990066
2020-08-21,98609.85556030273,-0.00726995864163793,108203.94171905519,-0.08866669740796417
2020-08-24,98099.07730102539,-0.0051797891435404475,108203.94171905519,-0.09338721175487721
2020-08-25,99375.31454467773,0.013009676326884323,108203.94171905519,-0.08159247282599406
2020-08-26,101523.7836303711,0.02161974626734331,108203.94171905519,-0.06173673511847389
2020-08-27,104016.5299987793,0.02455332414997269,108203.94171905519,-0.038699253037825995
2020-08-28,105086.17315673827,0.010283395898435854,108203.94171905519,-0.028813816879351917
2020-08-31,104617.49340820312,-0.004459956381093977,108203.94171905519,-0.03314526489399116
2020-09-01,105424.6479034424,0.007715291859363038,108203.94171905519,-0.025685698427041194
2020-09-02,107456.40078735352,0.019272086028420787,108203.94171905519,-0.00690862938840637
2020-09-03,100799.8285675049,-0.061946726030972954,108203.94171905519,-0.06842738844740621
2020-09-04,99385.00323486328,-0.014035989472880095,108203.94171905519,-0.08150293181638184
2020-09-08,94008.70234680174,-0.05409569565899641,108203.94171905519,-0.1311896696805233
2020-09-09,98011.92892456053,0.04258357447580474,108203.94171905519,-0.0941926202740154
2020-09-10,95265.80241394043,-0.028018288597643992,108203.94171905519,-0.11957179285305368
2020-09-11,94644.21702575684,-0.006524748361250721,108203.94171905519,-0.12531636535483465
2020-09-14,94297.9722290039,-0.0036583830225855873,108203.94171905519,-0.12851629311395393
2020-09-15,95845.05377197266,0.016406307647969687,108203.94171905519,-0.11421846330858831
2020-09-16,94132.7261352539,-0.01786558167928609,108203.94171905519,-0.13004346570235234
2020-09-17,93150.27917480469,-0.010436826816612066,108203.94171905519,-0.13912305138879694
2020-09-18,91993.44711303711,-0.012418986523880182,108203.94171905519,-0.14981427061231856
2020-09-21,91813.29797363281,-0.001958282302248482,108203.94171905519,-0.15147917427980273
2020-09-22,94025.47387695312,0.02409428647204903,108203.94171905519,-0.13103467042740066
2020-09-23,90929.35668945312,-0.03292849330971459,108203.94171905519,-0.15964838946860596
2020-09-24,92107.99548339842,0.01296213716732475,108203.94171905519,-0.1487556366241157
2020-09-25,94206.80236816406,0.022786370214124663,108203.94171905519,-0.12935886741754593
2020-09-28,93935.42245483398,-0.002880682779885846,108203.94171905519,-0.13186690833563652
2020-09-29,92957.68395996094,-0.010408624024053958,108203.94171905519,-0.14090297928961049
2020-09-30,94334.60569763184,0.01481234986732205,108203.94171905519,-0.1281777336488741
2020-10-01,95289.91200256348,0.010126785370722313,108203.94171905519,-0.11934897667611952
2020-10-02,92477.7647857666,-0.02951148928253,108203.94171905519,-0.14533829991259126
2020-10-05,92336.51667785645,-0.001527373723157921,108203.94171905519,-0.14664368773549422
2020-10-06,90374.63693237305,-0.021247062549781925,108203.94171905519,-0.1647750026794294
2020-10-07,92095.13705444337,0.019037422228957546,108203.94171905519,-0.14887447174925778
2020-10-08,92424.31010437012,0.003574271785188321,108203.94171905519,-0.1458323177879777
2020-10-09,94719.76303100587,0.024836029871833754,108203.94171905519,-0.12461818371700495
2020-10-12,94621.64230346681,-0.0010359055428268427,108203.94171905519,-0.12552499659258232
2020-10-13,95245.61737060547,0.006594422290171931,108203.94171905519,-0.11975833913791427
2020-10-14,94390.85830688477,-0.008974261360444435,108203.94171905519,-0.12765785786284234
2020-10-15,93878.02459716797,-0.00543308662423081,108203.94171905519,-0.13239736828704055
2020-10-16,93878.02459716797,0.0,108203.94171905519,-0.13239736828704055
2020-10-19,93816.18310546875,-0.000658743001512696,108203.94171905519,-0.13296889544877544
2020-10-20,94004.48071289062,0.0020070909004066273,108203.94171905519,-0.1312286852084611
2020-10-21,94070.18518066406,0.0006989503827388166,108203.94171905519,-0.13062145716547507
2020-10-22,94109.60925292969,0.00041909210861978963,108203.94171905519,-0.13025710747876967
2020-10-23,94696.44067382814,0.006235616379208109,108203.94171905519,-0.12483372445246438
2020-10-26,94625.9813079834,-0.0007440550599724371,108203.94171905519,-0.12548489634810275
2020-10-27,96053.84928894044,0.015089597605436822,108203.94171905519,-0.11228881533411884
2020-10-28,91292.82945251465,-0.0495661534823465,108203.94171905519,-0.1562892441612635
2020-10-29,92211.70046997072,0.010065095177425931,108203.94171905519,-0.14779721510152868
2020-10-30,91198.22221374512,-0.01099077721222208,108203.94171905519,-0.15716358604998298
2020-11-02,91135.18173217773,-0.0006912468251807358,108203.94171905519,-0.15774619404527268
2020-11-03,92981.92648315428,0.020263796218716434,108203.94171905519,-0.14067893455696767
2020-11-04,97468.20603942871,0.04824894176705641,108203.94171905519,-0.09921760251120194
2020-11-05,100576.16117858887,0.031886861012943024,108203.94171905519,-0.07049447939957106
2020-11-06,100769.8197631836,0.0019254919090703204,108203.94171905519,-0.06870472404021873
2020-11-09,100676.19873046875,-0.00092905825310452,108203.94171905519,-0.06956995160242643
2020-11-10,97274.06982421874,-0.033792782694927026,108203.94171905519,-0.10101177204075604
2020-11-11,99827.99560546875,0.026254949400854155,108203.94171905519,-0.07740888160372257
2020-11-12,99316.28173828124,-0.00512595554066686,108203.94171905519,-0.08213804265883595
2020-11-13,99809.55322265625,0.004966672893321533,108203.94171905519,-0.07757932255549847
2020-11-16,99724.2014465332,-0.0008551463599144604,108203.94171905519,-0.078368127240125
2020-11-17,98452.57382202148,-0.01275144454471766,108203.94171905519,-0.09012026495626681
2020-11-18,97154.6159362793,-0.01318358510452533,108203.94171905519,-0.10211574187809887
2020-11-19,97771.3567199707,0.006348033778404316,108203.94171905519,-0.09641594227844348
2020-11-20,96837.01171875,-0.00955642871865614,108203.94171905519,-0.10505097891737361
2020-11-23,96708.13201904295,-0.001330892986261878,108203.94171905519,-0.10624206029259443
2020-11-24,98434.17910766602,0.017848003602046525,108203.94171905519,-0.09029026536533906
2020-11-25,98438.75225830077,4.64589706157259e-05,108203.94171905519,-0.09024800118750878
2020-11-27,99064.72686767577,0.006359026247432009,108203.94171905519,-0.08446286434840633
2020-11-30,98943.10546875,-0.0012276963029255183,108203.94171905519,-0.08558686590503677
2020-12-01,99932.18994140625,0.009996497158345719,108203.94171905519,-0.07644593760850256
2020-12-02,99543.93310546875,-0.0038852029177499636,108203.94171905519,-0.08003413254640589
2020-12-03,99021.6650390625,-0.005246608709472023,108203.94171905519,-0.08486083347900487
2020-12-04,99077.13134765625,0.0005601431623258879,108203.94171905519,-0.08434822453230156
2020-12-07,99044.75830078126,-0.0003267459042731735,108203.94171905519,-0.08464740999967613
2020-12-08,99839.736328125,0.008026452292705155,108203.94171905519,-0.07730037610503442
2020-12-09,97893.88916015625,-0.01948970659912097,108203.94171905519,-0.09528352105386652
2020-12-10,97302.26806640625,-0.006043493611558315,108203.94171905519,-0.10075116931464899
2020-12-11,98568.70605468749,0.013015503270868534,108203.94171905519,-0.08904699321753912
2020-12-14,98384.40884399414,-0.0018697334891571993,108203.94171905519,-0.09075023256136876
2020-12-15,98352.25996398927,-0.00032676803553133293,108203.94171905519,-0.09104734632168204
2020-12-16,100717.71006774902,0.024050795626108012,108203.94171905519,-0.06918631181425629
2020-12-17,100781.99327087402,0.0006382512378584337,108203.94171905519,-0.06859221882555623
2020-12-18,100400.77757263184,-0.003782577481054483,108203.94171905519,-0.07211534092430556
2020-12-21,100308.99737548827,-0.0009141383101060052,108203.94171905519,-0.07296355583852625
2020-12-22,100917.36309814453,0.006064916792847264,108203.94171905519,-0.06734115694074998
2020-12-23,99601.49871826173,-0.013039028562439658,108203.94171905519,-0.07950212223441144
2020-12-24,100381.10833740234,0.00782728803454913,108203.94171905519,-0.07229712020994898
2020-12-28,100293.9556274414,-0.0008682182474814004,108203.94171905519,-0.07310256877842372
2020-12-29,99932.80912780762,-0.0036008800069201596,108203.94171905519,-0.07644021520697512
2020-12-30,98831.6086730957,-0.011019408583857082,108203.94171905519,-0.08661729782722859
2020-12-31,99161.53573608397,0.003338274742441527,108203.94171905519,-0.08356817542238217
2021-01-04,99148.91525268555,-0.0001272719639197062,108203.94171905519,-0.08368481150049466
2021-01-05,99244.58920288087,0.0009649520617698304,108203.94171905519,-0.08280061127012099
2021-01-06,96671.22987365721,-0.025929467287763908,108203.94171905519,-0.1065831028165494
2021-01-07,99422.19515991212,0.02845691825634411,108203.94171905519,-0.08115921120456338
2021-01-08,100027.95936584471,0.006092846823169351,108203.94171905519,-0.07556085502355273
2021-01-11,99895.53721618652,-0.001323851356137995,108203.94171905519,-0.07678467503929684
2021-01-12,98719.70484924316,-0.011770619586325526,108203.94171905519,-0.08765149142567522
2021-01-13,99367.34065246582,0.006560349873530047,108203.94171905519,-0.08166616600283431
2021-01-14,97842.41235351562,-0.015346373254403467,108203.94171905519,-0.09575925979150217
2021-01-15,97672.46800231934,-0.0017369190630976972,108203.94171905519,-0.09732985277079989
2021-01-19,99413.26034545898,0.017822753727266383,108203.94171905519,-0.08124178503977852
2021-01-20,103041.81134033203,0.03649966797451265,108203.94171905519,-0.04770741524487444
2021-01-21,103331.18037414552,0.0028082681199939064,108203.94171905519,-0.045033122338199935
2021-01-22,103781.30836486816,0.004356168090723367,108203.94171905519,-0.0408731260980318
2021-01-25,103657.48745727539,-0.0011930944940243826,108203.94171905519,-0.04201745509035508
2021-01-26,104921.98977661131,0.012198851721706205,108203.94171905519,-0.030331168073019568
2021-01-27,105179.3973236084,0.002453323155090059,108203.94171905519,-0.027952257074883958
2021-01-28,107902.61158752441,0.025891137743805803,108203.94171905519,-0.0027848350692543274
2021-01-29,104754.90995788574,-0.029171690873167067,108203.94171905519,-0.031875287594648305
2021-02-01,104535.56318664551,-0.0020939044416000696,108203.94171905519,-0.03390244822997668
2021-02-02,104474.48670959473,-0.0005842650595542231,108203.94171905519,-0.0344669052735968
2021-02-03,105996.84347534178,0.014571564921670443,108203.94171905519,-0.02039757709976963
2021-02-04,105565.0018157959,-0.004074099240949036,108203.94171905519,-0.0243885745873393
2021-02-05,105647.89329528809,0.0007852174306484105,108203.94171905519,-0.023622507490565596
2021-02-08,105532.17181396483,-0.001095350581197252,108203.94171905519,-0.0246919831444537
2021-02-09,106097.97186279297,0.005361398700536091,108203.94171905519,-0.01946296801026197
2021-02-10,105684.49145507812,-0.0038971565662873076,108203.94171905519,-0.023284274342968588
2021-02-11,106411.34271240236,0.00687755835616799,108203.94171905519,-0.016566854942375427
2021-02-12,106628.962890625,0.00204508441182627,108203.94171905519,-0.014555651147344752
2021-02-16,106067.51483154297,-0.005265436743091434,108203.94171905519,-0.01974444603006535
2021-02-17,106529.9154663086,0.004359493436798312,108203.94171905519,-0.015471028376148272
2021-02-18,106351.0493774414,-0.0016790221609042089,108203.94171905519,-0.01712407433755698
2021-02-19,105120.85705566405,-0.011567279580019796,108203.94171905519,-0.028493274962165242
2021-02-22,105018.7421875,-0.0009714044484052664,108203.94171905519,-0.029437000916522644
2021-02-23,104463.44458007811,-0.005287604820389702,108203.94171905519,-0.03456895450896834
2021-02-24,105036.6689453125,0.0054873201581533415,108203.94171905519,-0.02927132527173841
2021-02-25,102546.775390625,-0.023704993500735072,108203.94171905519,-0.05228244219714907
2021-02-26,104064.89282226562,0.014804145970048754,108203.94171905519,-0.03825229313305747
2021-03-01,104048.85513305666,-0.00015411238866469557,108203.94171905519,-0.03840051036945548
2021-03-02,102700.71212768555,-0.012956826902584484,108203.94171905519,-0.05085978850621207
2021-03-03,99929.76379394531,-0.026980809347214363,108203.94171905519,-0.07646835959630072
2021-03-04,99565.2833557129,-0.003647366153931464,108203.94171905519,-0.07983681764359403
2021-03-05,101703.85139465332,0.021479053409610982,108203.94171905519,-0.060072583504203116
2021-03-08,101610.7884979248,-0.0009150380782276812,108203.94171905519,-0.060932652881066925
2021-03-09,104466.19772338867,0.028101437531135698,108203.94171905519,-0.03454351048847498
2021-03-10,103858.49609375,-0.005817208272936081,108203.94171905519,-0.04015977196642124
2021-03-11,105963.20468139647,0.02026515563778819,108203.94171905519,-0.020708460357910574
2021-03-12,105346.52366638182,-0.005819765614571981,108203.94171905519,-0.026407707586960903
2021-03-15,105153.10791015625,-0.0018359956218213513,108203.94171905519,-0.02819521877327021
2021-03-16,106451.78540039062,0.012350348135634626,108203.94171905519,-0.01619309140524594
2021-03-17,106151.73876953124,-0.0028186152982858648,108203.94171905519,-0.01896606460837048
2021-03-18,103321.505859375,-0.02666214367247466,108203.94171905519,-0.045122532341355284
2021-03-19,103155.81079101562,-0.0016036842183164701,108203.94171905519,-0.046653854266665476
2021-03-22,102948.38653564453,-0.0020107859536029338,108203.94171905519,-0.04857082930542753
2021-03-23,103642.00128173828,0.0067374999204441455,108203.94171905519,-0.04216057534356469
2021-03-24,102717.18621826172,-0.008923168715765817,108203.94171905519,-0.05070753813238608
2021-03-25,101356.11004638672,-0.013250715113855227,108203.94171905519,-0.06328634210432409
2021-03-26,103162.13751220703,0.017818634367417596,108203.94171905519,-0.04659538392731469
2021-03-29,103075.27716064453,-0.0008419789823783663,108203.94171905519,-0.047398130575750354
2021-03-30,101589.87777709961,-0.01441082114414205,108203.94171905519,-0.06112590573759861
2021-03-31,103307.52127075195,0.016907624373966312,108203.94171905519,-0.04525177521736212
2021-04-01,106190.6734313965,0.02790844388849756,108203.94171905519,-0.01860623795837325
2021-04-05,106010.17286682129,-0.0016997779441696448,108203.94171905519,-0.020274389429637284
2021-04-06,105495.16593933105,-0.004858089686706091,108203.94171905519,-0.025033984314150992
2021-04-07,106363.43852233887,0.00823044899997738,108203.94171905519,-0.01700957624533749
2021-04-08,107789.26629638672,0.013405243322858418,108203.94171905519,-0.00383235043086647
2021-04-09,108895.9047088623,0.010266684712675112,108895.9047088623,0.0
2021-04-12,108674.44763183594,-0.0020336584522480106,108895.9047088623,-0.0020336584522479685
2021-04-13,109770.08361816406,0.010081817853262898,109770.08361816406,0.0
2021-04-14,108538.5791015625,-0.01121894487103936,109770.08361816406,-0.011218944871039352
2021-04-15,110198.97216796875,0.015297722525486224,110198.97216796875,0.0
2021-04-16,110725.55419921875,0.004778465904812235,110725.55419921875,0.0
2021-04-19,110625.37921142578,-0.0009047142596616542,110725.55419921875,-0.0009047142596616198
2021-04-20,110420.14967346191,-0.0018551759047228389,110725.55419921875,-0.0027582117602893046
2021-04-21,111412.08004760741,0.008983237000482758,111412.08004760741,0.0
